,keyword,comments,polarity
10,app,The concept of chat within the app is a great feature. . The only drawback that I found in that feature is that we cannot go back to the exact chat once you get disconnected somehow.,0.2625
10,app,Sabko bol dunga mat use Karo ye app. Sab chor hai. Maine headphones order kiya tha. Delivery nahi hui aur 14 April ko msg bhej diya . Apka parcel deliver ho gaya. Tab se ab tak mai call karke puch raha hu. Lekin koi jawaab nahi de rahe hai. Bas gol gol ghuma rahe hai. Hire authority ko bheja hai apka complaint. Investigation chal raha . Bad app Bad service .,-0.5666666666666665
10,app,"first payment deducted from account, but not confirmed by receiver app, freecharge,thus money got blocked",0.024999999999999994
10,app,not happy with the customer care service,-0.4
10,app,I haven't received new coins for two Big basket orders and I am chasing it for almost 15 days till the resolution is pending I am completely disappointed and I am frustrated now,-0.3284090909090909
10,app,"Please find some feedback 1. Neo app is slow 2. Please add more biller to list like insurance , credit card payment , bus booking etc Thanks",0.13333333333333333
10,app,Very bad experience I have not received new coins for my two orders which was place through Tata new app all the agents are the feedback that I have received is that I have placed order directly through Big basket website but I am using this apps since last three months I click on grocery it took me to Big basket website and from there I have made payment so I have not open any separate account on big basket nor I have made any order directly on big basket website,-0.053727272727272714
10,app,"A company of your repute shouldnâ€™t have come out with this app, as you are unable to find solution. I canâ€™t complete my profile at all. Unable to send money also. I am deleting the app forever",-0.3
10,app,The application is not stable and payment gateway require improvement.,0.0
10,app,No clarity on how police will work. Will Croma offer applies in this app.,0.0
10,app,Very bad and tortured experiences with Tata neu app5,-0.9099999999999998
10,app,Instant response likely to be updated in this app,0.0
10,app,"u have come out with Tata Neu without fully constructing. Profile doesn't work at all. After filling every thing, it again ask to fill in yyyy/mm/dt format which is not possible. I am surprised a company of your repute can come out with such a thing. I am disapppointed",0.03333333333333333
10,app,u have come with this app before fully constructing it. Profile does not work at all. I am utterly disappointed as a company of your repute can do this. I am sorry,-0.625
10,app,my money got stuck in tata neu app no one resolved even after 72 hours deadline over and they are raising again and again. transaction successful but not received order yet,0.75
10,app,This is where you are legging behind as compared to other shopping apps. Where other online shopping apps are offering next day demo and installation. The TV I purchased got deliver on Saturday 16 april. As per customer care executive I have to wait for 7 days to get my TV installed and demo. thank you Sandeep Kumar,-0.1625
10,app,Entire experience of Tata Neu has gone down to drain. I had purchased an apple watch last Dec'21 and was given 5% Neu coins as cash back. Again i got the same product in Apr'22 but this time i am not getting Neu coins. the only answer that i am getting from CS is that now it is not part of offer. i was given an assurance from the sales represtative at Croma as well that i will get 5% neu coins. the whole idea of umbrella app is ruined by this.,0.006349206349206347
